Student ID,Age,Gender,Year,GPA,Brain Dominance,Time Spent on Video (min),Avg Video Score,Video Completion Rate (%),Time Spent on Audio (min),Avg Audio Score,Audio Completion Rate (%),Time Spent on Article (min),Avg Article Score,Article Completion Rate (%),Time Spent on Interactive (min),Avg Interactive Score,Interactive Completion Rate (%),Progress (%),Total Scroll Depth on Articles (%),Visual,Aural,Read/Write,Kinesthetic,Primary VARK
2549,23,M,2nd,3.33,Left,56,77,56,79,86,59,28,43,55,73,72,55,73,76,25.81,30.38,16.87,26.93,Aural
2550,23,F,4th,3.3,Left,46,51,33,70,73,66,57,62,43,48,77,34,63,37,19.66,31.21,24.43,24.7,Aural
2551,20,M,4th,3.31,Balanced,46,42,24,47,65,36,74,82,84,61,51,49,58,51,17,22.9,36.08,24.02,Read/Write
2552,22,F,2nd,2.57,Right,77,71,51,74,81,42,73,72,53,46,46,51,89,77,26.92,27.09,26.84,19.15,Aural
2553,24,F,3rd,3.15,Left,58,53,57,61,64,54,58,56,68,65,68,50,69,54,23.43,25.28,25.33,25.96,Kinesthetic
2554,19,M,3rd,3.27,Balanced,47,68,53,65,61,50,36,50,31,82,68,63,68,61,25.21,25.96,17.67,31.16,Kinesthetic
2555,20,M,1st,2.8,Balanced,62,74,43,74,84,58,75,59,53,50,78,74,50,89,23.08,27.65,23.42,25.84,Aural
2556,24,F,3rd,3.55,Balanced,56,69,26,44,53,35,57,61,57,54,76,67,73,33,23.47,20.19,26.35,29.99,Kinesthetic
2557,22,F,4th,3.13,Left,47,52,38,61,69,42,60,60,41,39,42,47,71,42,22.95,29,26.92,21.12,Aural
2558,21,M,1st,2.85,Balanced,40,62,45,50,62,32,44,71,52,54,57,47,71,89,23.95,23.52,27.24,25.29,Read/Write
2559,22,M,4th,3.35,Right,69,68,55,39,46,48,56,81,54,66,68,50,50,35,27.25,18.83,27.68,26.24,Read/Write
2560,22,F,1st,3.13,Left,68,74,68,57,64,31,47,68,50,47,53,50,74,30,30.74,22.71,24.59,21.97,Visual
2561,18,M,3rd,2.44,Left,74,74,70,56,47,28,36,55,61,66,58,55,74,71,32.01,19.35,22.47,26.17,Visual
2562,24,M,2nd,2.83,Balanced,49,71,60,52,61,33,56,60,33,43,48,32,94,90,30.04,24.53,24.93,20.5,Visual
2563,18,M,3rd,2.48,Right,29,50,46,45,69,44,72,79,58,49,48,50,60,62,19.65,25.1,32.64,22.61,Read/Write
2564,22,M,4th,2.24,Balanced,65,71,49,40,41,36,33,59,44,30,59,43,67,50,32.27,20.21,24.07,23.45,Visual
2565,22,M,4th,3.97,Left,38,61,44,59,78,58,70,56,50,44,62,40,88,62,21.9,29.64,26.11,22.35,Aural
2566,23,M,1st,2.17,Left,63,50,42,58,75,56,62,63,46,29,53,72,89,73,22.91,28.56,25.62,22.91,Aural
2567,23,M,1st,3.8,Balanced,48,54,31,44,64,25,48,63,43,57,63,39,85,97,22.87,23.37,26.5,27.26,Kinesthetic
2568,25,M,4th,3.76,Balanced,64,70,35,67,49,34,65,77,49,64,64,68,58,40,24.26,20.98,27.33,27.42,Kinesthetic
2569,18,F,3rd,2.24,Left,58,71,53,66,67,42,50,67,32,51,50,40,86,32,28.1,26.96,23.41,21.54,Visual
2570,18,M,2nd,2.21,Left,39,50,50,63,52,44,47,69,66,57,63,59,61,99,21.12,23.93,27.82,27.14,Read/Write
2571,19,M,4th,2.78,Balanced,100,75,62,55,60,37,66,69,60,47,55,46,64,30,32.02,21.02,26.64,20.33,Visual
2572,24,M,1st,2.39,Left,37,42,50,73,67,56,61,75,60,59,69,36,56,84,18.59,28.38,28.73,24.31,Read/Write
2573,22,F,1st,3.04,Right,62,52,59,55,73,49,65,62,48,53,61,52,83,68,24.6,26.02,25.29,24.08,Aural
2574,25,F,3rd,2.89,Left,72,68,31,49,59,40,42,56,40,54,62,36,81,68,28.04,24.28,22.68,25,Visual
2575,21,M,2nd,2.3,Balanced,56,70,31,60,71,50,61,66,61,44,67,70,51,94,22.59,25.64,26.3,25.47,Read/Write
2576,19,F,1st,3.37,Left,58,82,46,45,61,49,48,48,44,76,80,55,73,33,27.27,22.41,19.94,30.38,Kinesthetic
2577,23,M,2nd,2.09,Right,62,68,34,69,81,61,32,69,33,33,50,50,98,75,25.52,32.54,21.47,20.46,Aural
2578,20,F,1st,3.27,Right,40,54,47,31,50,40,45,59,30,40,55,39,61,59,26.38,22.84,25.5,25.28,Visual
2579,25,F,1st,2.56,Right,56,64,46,56,54,38,47,56,49,80,73,50,55,64,24.93,22.09,22.72,30.26,Kinesthetic
2580,24,M,2nd,2.92,Right,53,61,45,50,66,50,42,51,35,36,45,26,55,51,28.27,29.64,22.86,19.23,Aural
2581,18,F,2nd,3.9,Balanced,62,69,42,52,65,45,60,64,42,52,57,44,56,46,26.52,24.85,25.35,23.27,Visual
2582,20,M,3rd,2.27,Balanced,56,69,65,43,59,46,61,75,45,35,64,39,68,68,28.55,22.48,27.61,21.36,Visual
2583,24,F,3rd,2.84,Left,51,72,79,56,65,50,65,69,56,77,83,45,60,69,26.15,22.29,24.64,26.92,Kinesthetic
2584,23,M,4th,3.73,Right,77,81,59,60,66,39,56,53,47,61,75,57,64,63,29.66,22.73,21.11,26.5,Visual
2585,25,M,4th,3.21,Balanced,66,74,53,39,43,59,67,72,42,53,59,26,94,54,29.59,21.11,27.87,21.43,Visual
2586,19,F,3rd,3.17,Balanced,80,71,28,56,55,42,59,83,71,73,82,71,89,52,23.35,19.74,27.73,29.19,Kinesthetic
2587,18,M,3rd,3.64,Balanced,55,68,50,57,73,62,67,61,50,52,54,25,80,48,25.77,28.49,26.12,19.62,Aural
2588,21,F,2nd,3.39,Left,59,60,59,57,72,34,53,61,49,40,66,29,50,36,27.3,25.78,25.28,21.65,Visual
2589,25,M,1st,3.65,Right,59,75,39,62,78,67,52,62,41,28,56,38,54,96,26.49,31.18,23.51,18.82,Aural
2590,23,M,4th,3.66,Right,68,61,50,69,75,59,44,55,46,53,71,67,72,53,24.75,28.31,20.28,26.66,Aural
2591,20,M,1st,3.51,Left,55,71,63,45,50,33,33,54,44,72,77,48,62,64,29.17,19.84,20.44,30.54,Kinesthetic
2592,24,F,1st,2.54,Left,41,42,31,49,52,28,39,58,52,45,54,41,76,34,21.31,24.36,28.02,26.3,Read/Write
2593,25,F,3rd,2.84,Balanced,39,55,34,71,51,66,86,76,57,40,58,31,58,43,19.67,27.55,32.84,19.94,Read/Write
2594,18,F,4th,3.91,Left,70,71,54,59,51,40,45,54,38,62,74,50,97,100,29.1,22.23,20.63,28.04,Visual
2595,25,M,1st,2.15,Right,68,68,71,68,85,55,56,57,32,45,59,47,74,80,28.68,29.52,20.48,21.32,Aural
2596,21,F,4th,2.48,Right,51,64,37,57,67,34,53,71,46,49,56,49,64,78,24.07,25.05,26.9,23.98,Read/Write
2597,20,M,4th,2.62,Balanced,51,74,62,53,54,31,37,49,21,18,50,18,74,46,35.65,26.28,20.77,17.29,Visual
2598,20,M,2nd,3.48,Right,51,68,38,71,60,40,33,55,43,54,62,37,85,82,25.9,27.53,21.53,25.04,Aural
2599,25,M,1st,2.7,Left,74,74,40,72,68,48,73,70,41,57,62,65,93,76,25.46,25.22,24.82,24.5,Visual
2600,22,F,3rd,2.86,Left,37,53,39,69,60,32,31,52,49,43,51,56,90,49,22.77,28.11,23.19,25.93,Aural
2601,23,M,2nd,2.71,Left,49,50,29,73,73,53,58,52,36,38,48,42,70,32,21.42,33.07,24.19,21.32,Aural
2602,19,F,2nd,3.47,Left,69,81,72,62,47,51,55,64,49,24,46,56,54,95,32.97,23.26,25.07,18.71,Visual
2603,22,F,4th,2.62,Balanced,60,65,33,57,74,43,66,80,53,52,69,40,65,78,22.8,25.21,28.64,23.35,Read/Write
2604,21,F,3rd,2.87,Left,72,69,46,31,53,43,44,67,63,56,52,41,71,53,29.28,20.17,27.37,23.19,Visual
2605,22,M,1st,3.96,Left,73,75,69,72,56,52,52,75,68,53,55,42,92,63,29.19,23.96,26.54,20.31,Visual
2606,25,M,1st,2.69,Left,46,72,29,64,73,70,71,73,41,55,52,44,55,53,21.92,29.66,26.84,21.58,Aural
2607,18,F,4th,3.05,Right,74,61,50,48,44,27,73,79,47,44,53,29,63,56,29,18.88,31.83,20.29,Read/Write
2608,24,F,4th,2.58,Right,71,77,56,64,54,64,47,59,31,53,45,39,79,99,31.11,27.09,21.22,20.59,Visual
2609,22,F,3rd,2.13,Balanced,52,75,50,54,55,30,63,61,39,60,66,46,80,76,27.42,21.36,24.89,26.33,Visual
2610,19,M,4th,3.75,Right,72,81,46,40,49,47,66,65,52,24,62,31,57,32,31.36,21.14,28.4,19.1,Visual
2611,25,M,2nd,2.94,Balanced,60,57,57,60,53,38,37,46,59,64,69,40,68,77,26.99,23.59,22,27.41,Kinesthetic
2612,19,F,2nd,3.08,Right,49,60,40,72,79,56,58,59,57,57,65,33,51,41,21.87,30.2,25.06,22.86,Aural
2613,20,M,1st,3.8,Right,59,62,45,79,79,62,56,58,53,52,75,64,84,59,22.35,29.49,22.31,25.86,Aural
2614,20,M,2nd,2.41,Balanced,78,78,48,60,68,45,55,51,36,46,57,58,50,89,30.08,25.59,20.79,23.54,Visual
2615,25,F,2nd,3.5,Balanced,54,62,36,53,80,56,37,51,19,68,73,52,82,99,23.66,29.56,16.99,29.79,Kinesthetic
2616,18,F,3rd,2.62,Balanced,76,71,49,72,71,51,51,49,42,66,71,63,88,85,26.81,26.57,19.32,27.3,Kinesthetic
2617,18,M,4th,2.02,Balanced,55,70,47,47,74,39,53,54,48,53,56,54,100,84,26.59,25.14,23.55,24.73,Visual
2618,25,F,4th,3.87,Balanced,82,74,63,47,55,43,47,53,61,63,65,46,93,94,31.19,20.9,22.87,25.04,Visual
2619,25,F,2nd,2.68,Balanced,51,62,36,47,55,56,29,54,51,72,72,67,66,71,23.15,24.06,20.74,32.06,Kinesthetic
2620,22,F,2nd,2.56,Left,49,77,36,58,70,45,69,67,55,42,48,15,53,67,26.13,27.33,29.7,16.84,Read/Write
2621,21,M,3rd,3.78,Right,72,80,62,52,47,38,68,71,46,62,63,47,74,100,30.27,19.2,26.25,24.28,Visual
2622,19,F,1st,2.92,Right,61,61,45,60,75,65,48,50,42,42,50,41,84,76,26.07,31.31,21.8,20.83,Aural
2623,25,F,4th,2.35,Right,73,66,48,60,75,58,52,62,58,74,87,57,86,30,24.12,25.15,22.23,28.5,Kinesthetic
2624,25,F,1st,3.22,Balanced,54,69,57,45,55,66,63,68,28,48,67,48,60,70,26.91,24.44,24.08,24.57,Visual
2625,21,M,4th,2.57,Left,74,60,32,56,75,56,47,50,46,65,71,47,99,66,24.33,27.74,20.89,27.04,Aural
2626,20,F,4th,3.5,Left,62,56,39,52,76,57,45,52,19,40,56,37,86,86,26.18,31.35,19.87,22.6,Aural
2627,22,F,2nd,2.49,Right,70,82,50,36,44,25,77,74,57,41,60,35,73,94,31.09,16.22,31.54,21.15,Read/Write
2628,23,M,1st,3.27,Balanced,50,73,61,50,47,48,67,65,55,27,60,44,76,67,28.59,22.05,28.64,20.72,Read/Write
2629,20,F,1st,2.71,Right,62,69,78,46,59,43,39,52,12,65,79,59,83,71,30.96,22.38,16.06,30.6,Visual
2630,25,M,1st,3.57,Right,75,74,53,58,64,54,44,69,35,33,66,57,82,94,29.32,25.53,22.12,23.03,Visual
2631,19,F,2nd,3.81,Left,58,69,62,43,44,54,57,70,51,35,47,29,72,34,30.47,22.38,28.94,18.21,Visual
2632,20,M,2nd,3.9,Right,53,59,24,36,50,23,53,72,48,55,71,41,52,93,23.27,18.78,29.45,28.5,Read/Write
2633,19,M,1st,3.17,Right,63,67,53,37,37,38,38,54,40,38,51,37,54,78,32.98,19.97,24.09,22.97,Visual
2634,22,F,3rd,2.11,Right,49,64,55,67,59,44,66,66,66,68,72,71,72,85,22.7,22.74,26.38,28.18,Kinesthetic
2635,21,F,1st,2.34,Balanced,63,73,55,64,75,36,49,57,25,68,73,58,69,82,27.3,25.36,19.02,28.32,Kinesthetic
2636,18,M,2nd,3.76,Left,37,55,20,63,72,53,51,56,47,65,64,28,69,97,18.8,30.58,24.9,25.72,Aural
2637,18,F,3rd,3.26,Left,37,44,21,78,74,49,54,51,37,43,45,56,77,35,17.67,34.17,24.08,24.08,Aural
2638,21,M,3rd,3.6,Right,48,57,43,56,80,42,44,57,39,56,59,44,93,80,23.54,28.85,22.42,25.19,Aural
2639,20,M,2nd,3.99,Balanced,48,58,46,64,75,66,67,62,68,65,54,30,99,73,21.8,29.26,27.69,21.25,Aural
2640,19,F,3rd,3.58,Right,65,70,66,52,57,47,77,62,51,59,61,64,80,80,27.55,21.49,25.87,25.09,Visual
2641,18,F,2nd,2.97,Left,47,59,43,53,65,42,45,55,41,63,51,42,57,48,24.71,26.61,23.34,25.34,Aural
2642,18,F,3rd,3.6,Balanced,59,63,36,54,57,32,46,59,41,38,55,41,53,74,27.16,24.58,25.14,23.12,Visual
2643,25,F,2nd,3.6,Left,43,56,29,59,53,33,59,61,47,48,58,43,67,67,22.06,24.46,28.17,25.31,Read/Write
2644,25,F,2nd,2.13,Right,74,81,64,57,46,49,82,68,36,82,63,54,65,96,29.22,19.87,24.78,26.13,Visual
2645,19,M,2nd,3.85,Right,69,67,54,75,63,53,77,78,76,45,73,57,86,99,24.11,24.07,29.18,22.63,Read/Write
2646,19,M,2nd,2.64,Balanced,48,61,51,60,74,67,49,47,26,55,55,34,57,45,25.54,31.96,19.5,22.99,Aural
2647,22,F,1st,2.35,Right,72,52,53,17,56,39,48,58,24,64,67,50,100,48,28.68,19.28,22.04,30,Visual
2648,24,M,1st,3.46,Left,71,78,57,51,57,58,61,78,66,50,48,33,92,53,29.18,23.27,29.06,18.49,Visual
2649,24,M,1st,2.75,Left,50,43,40,68,60,63,62,64,48,55,55,49,92,44,20.16,28.86,26.72,24.26,Aural
2650,22,F,1st,2.7,Left,37,51,41,61,74,33,70,62,57,59,52,44,74,54,20.26,26.73,29.09,23.91,Read/Write
2651,22,M,3rd,3.17,Balanced,56,57,15,69,67,65,44,55,37,50,73,46,83,40,20.47,31.1,21.49,26.93,Aural
2652,25,F,1st,3.07,Balanced,56,51,30,45,57,44,31,49,38,54,63,45,99,61,24.2,25.93,21.11,28.76,Kinesthetic
2653,24,F,1st,3.74,Right,33,60,48,66,82,32,59,77,44,37,57,28,59,59,22.52,29,28.76,19.72,Aural
2654,19,F,3rd,3.2,Right,69,67,69,50,62,44,48,66,55,56,46,35,74,33,30.42,23.64,25.56,20.38,Visual
2655,20,M,3rd,2.86,Left,67,74,45,57,85,62,67,85,65,62,61,50,99,91,23.89,26.35,27.83,21.93,Read/Write
2656,22,M,3rd,3.34,Balanced,65,59,48,63,73,59,54,47,51,68,79,66,88,90,23.43,26.81,20.5,29.26,Kinesthetic
2657,18,F,4th,3.92,Right,39,55,45,51,63,51,61,74,50,75,65,82,55,77,19.75,23.35,26.32,30.59,Kinesthetic
2658,22,M,3rd,2.52,Left,60,54,36,28,43,40,63,65,72,63,75,44,97,83,23.27,17.36,30.7,28.67,Read/Write
2659,25,F,4th,3.81,Left,38,57,45,41,61,39,76,73,45,53,58,46,90,90,22.24,22.56,30.54,24.66,Read/Write
2660,25,M,2nd,3.68,Balanced,68,73,50,55,50,31,56,61,39,60,73,63,96,54,28.16,19.97,23.06,28.81,Kinesthetic
2661,23,M,3rd,2.23,Left,70,69,49,58,74,54,53,71,37,16,46,38,85,97,29.24,29.19,25.59,15.98,Visual
2662,23,F,3rd,2.32,Balanced,58,59,42,40,57,29,42,56,44,61,67,50,54,76,26.1,21.18,23.47,29.26,Kinesthetic
2663,24,F,4th,3.06,Right,55,57,43,52,69,27,52,68,38,45,52,62,54,36,24.79,24.36,25.74,25.12,Read/Write
2664,23,M,4th,3.42,Balanced,61,54,48,51,53,52,48,74,50,40,68,32,76,30,25.35,24.32,27.54,22.78,Read/Write
2665,22,F,3rd,2.43,Right,49,52,58,53,35,38,63,51,49,64,79,43,62,38,24.96,19.49,25.48,30.06,Kinesthetic
2666,18,M,3rd,3.83,Left,36,73,53,73,75,43,50,61,33,52,74,62,55,80,23.91,27.72,21.09,27.29,Aural
2667,21,F,4th,2.85,Left,66,77,48,52,65,54,59,73,62,43,57,41,94,80,27.51,24.46,27.72,20.31,Read/Write
2668,19,M,4th,3.78,Balanced,36,62,54,36,49,47,74,68,48,64,71,55,94,98,23.1,19.85,28.46,28.59,Kinesthetic
2669,25,F,2nd,2.78,Right,30,68,54,52,50,27,63,74,74,43,58,38,87,94,24.45,20.39,32.99,22.17,Read/Write
2670,23,M,2nd,3.13,Left,62,68,48,71,58,45,57,83,62,61,80,32,100,33,24.37,23.48,27.89,24.25,Read/Write
2671,18,M,4th,3.31,Right,63,57,33,100,85,80,55,76,43,30,45,55,91,73,21.24,36.23,24.62,17.91,Visual
2672,20,M,3rd,2.48,Left,58,72,62,50,58,38,39,52,37,66,66,78,70,83,28.47,21.79,19.16,30.58,Kinesthetic
2673,22,F,1st,2.19,Balanced,62,71,47,58,86,41,67,54,53,50,69,57,68,36,25.2,26.43,23.75,24.62,Aural
2674,21,F,1st,3.54,Left,68,77,49,33,48,53,68,72,53,67,57,51,76,65,28.14,19.21,27.8,24.85,Visual
2675,20,F,4th,3.18,Balanced,44,47,26,57,67,56,63,76,71,73,69,60,66,55,16.68,25.44,29.59,28.29,Read/Write
2676,23,F,2nd,3.04,Balanced,55,61,55,28,54,23,66,77,55,42,43,31,94,58,28.63,18.4,33.47,19.5,Read/Write
2677,24,M,3rd,2.41,Right,44,59,39,54,76,49,33,72,36,48,63,53,70,65,22.58,28.54,23.04,25.84,Aural
2678,19,M,3rd,2.78,Balanced,30,47,36,56,57,52,34,56,37,51,62,32,81,74,20.62,29.49,23.34,26.55,Aural
2679,25,M,2nd,2.94,Left,69,71,53,54,73,48,70,69,52,59,53,45,88,78,26.93,24.77,26.59,21.71,Visual
2680,22,M,4th,3.84,Balanced,64,77,64,52,71,44,71,60,42,51,47,38,83,64,30.11,24.89,25.2,19.8,Visual
2681,21,M,3rd,2.07,Right,49,43,45,59,57,39,41,49,42,44,51,37,95,69,24.3,27.94,23.82,23.93,Aural
2682,21,F,3rd,3.72,Left,70,69,45,49,77,65,61,74,57,48,55,32,70,30,26.08,27.3,27.3,19.32,Aural
2683,23,F,1st,2.09,Balanced,56,46,33,42,54,35,64,69,46,64,68,76,62,49,20.54,20.36,27.6,31.51,Kinesthetic
2684,25,F,3rd,2.44,Left,44,54,53,39,62,36,64,49,49,38,61,65,99,58,24.52,22.87,25.87,26.74,Kinesthetic
2685,21,F,4th,2.96,Left,50,75,41,59,50,25,83,71,62,61,56,43,89,77,25.13,19.82,31.54,23.51,Read/Write
2686,20,F,2nd,2.89,Left,46,63,42,59,75,47,63,69,54,63,62,55,59,79,21.84,26.15,26.53,25.48,Read/Write
2687,20,F,4th,2.75,Left,44,54,33,69,68,61,42,42,26,27,62,52,51,42,22.74,33.67,18.92,24.67,Aural
2688,25,F,2nd,2.38,Balanced,62,64,51,62,66,45,52,59,41,46,67,32,91,94,27.08,26.63,23.44,22.85,Visual
2689,20,F,1st,3.33,Left,61,64,49,33,46,26,49,61,67,61,70,48,89,76,27.31,16.82,27.59,28.29,Kinesthetic
2690,20,M,2nd,3.1,Balanced,51,59,40,62,50,28,34,61,48,71,70,85,74,55,22.96,21.2,22.1,33.74,Kinesthetic
2691,24,F,3rd,3.58,Left,51,62,48,61,55,39,78,75,83,73,77,33,77,70,22.03,21.02,31.65,25.3,Read/Write
2692,20,F,1st,2.93,Left,49,51,40,38,63,42,59,57,51,73,62,66,94,34,21.55,22.51,25.53,30.42,Visual
2693,22,M,1st,3.76,Right,67,59,70,62,65,56,57,59,39,36,61,55,51,89,28.11,26.67,22.76,22.46,Visual
2694,21,F,3rd,2.69,Right,40,59,59,71,81,53,73,80,72,12,47,37,99,95,22.98,30.01,32.56,14.45,Read/Write
2695,20,F,3rd,2.4,Balanced,46,50,36,61,68,59,49,55,49,65,69,41,65,51,20.4,28.91,23.51,27.17,Aural
2696,19,M,3rd,2.54,Left,48,77,55,58,77,69,51,73,26,53,69,51,78,75,25.53,28.51,21.64,24.33,Aural
2697,21,F,3rd,2.89,Left,28,52,38,31,74,37,66,76,42,41,46,54,79,91,20.27,24.96,31.35,23.41,Read/Write
2698,22,F,4th,2.79,Right,53,50,43,44,52,40,62,58,35,49,65,50,70,92,24.06,22.68,25.79,27.47,Kinesthetic
2699,22,M,2nd,2.69,Right,65,72,33,43,60,53,44,65,56,60,55,24,51,81,27.17,24.65,26.14,22.04,Visual
2700,19,M,4th,3.5,Left,58,71,63,57,78,65,45,62,47,60,83,69,96,57,25.19,26.4,20.4,28,Kinesthetic
2701,20,F,2nd,3.09,Left,61,73,48,52,72,43,43,57,53,65,60,45,69,72,27.17,25.15,22.65,25.02,Visual
2702,20,F,2nd,2.29,Right,68,74,35,49,63,40,36,60,58,68,81,60,98,30,25.7,22.05,22.18,30.08,Kinesthetic
2703,18,F,1st,2.61,Left,73,58,47,27,59,41,32,47,46,60,65,44,92,70,29.22,21.72,20.83,28.23,Visual
2704,23,M,3rd,2.31,Balanced,61,58,48,54,69,45,56,72,52,59,57,65,58,81,23.85,24.45,26.11,25.6,Read/Write
2705,18,M,2nd,3.3,Left,62,80,62,40,65,39,37,59,39,59,72,64,97,59,29.96,21.52,20.09,28.44,Visual
2706,23,M,2nd,2.11,Left,59,70,49,66,70,52,59,63,50,50,69,29,99,32,25.92,27.21,24.85,22.02,Aural
2707,20,F,3rd,3.02,Left,73,82,53,46,49,46,53,76,83,39,72,55,97,72,28.7,19.19,28.94,23.17,Read/Write
2708,25,M,1st,2.98,Left,42,60,47,64,76,63,63,67,41,59,81,58,73,45,20.72,27.99,23.7,27.58,Aural
2709,20,M,1st,4,Right,74,71,54,43,59,50,51,63,48,54,74,64,96,80,28.04,21.62,23.05,27.29,Visual
2710,24,M,4th,3.72,Left,44,58,50,30,65,32,48,50,29,65,69,59,64,36,25.21,21.87,21.14,31.78,Kinesthetic
2711,19,M,3rd,3.01,Right,47,54,63,42,45,32,56,52,60,64,77,67,62,67,24.76,18.23,25.22,31.79,Kinesthetic
2712,23,F,1st,3.35,Balanced,66,73,55,71,70,44,41,53,20,50,72,37,82,32,29.45,28.1,17.76,24.69,Visual
2713,21,M,1st,3.49,Right,62,75,56,45,50,33,61,71,33,48,50,41,79,33,30.83,20.46,26.69,22.02,Visual
2714,20,F,2nd,2.84,Left,70,76,37,50,65,36,64,56,45,30,44,36,100,70,30.22,25.05,26.64,18.09,Visual
2715,22,F,1st,3.74,Right,55,52,33,55,54,35,55,64,53,38,57,49,99,51,23.29,23.98,28.61,24.12,Read/Write
2716,23,F,3rd,2.86,Left,83,72,58,62,76,58,34,56,42,50,56,36,88,93,30.79,28.76,19.58,20.87,Visual
2717,24,F,1st,3,Left,39,54,47,69,78,59,37,48,38,34,71,36,57,91,22.78,33.45,20.04,23.74,Aural
2718,25,M,3rd,2.76,Left,61,63,22,70,67,50,42,59,42,25,62,55,99,43,23.8,29.83,23.18,23.18,Aural
2719,24,M,2nd,2.03,Right,27,63,42,54,59,32,68,76,57,32,66,45,81,62,21.58,23.23,31.92,23.27,Read/Write
2720,21,F,1st,2.36,Right,47,60,43,63,60,36,56,77,48,60,68,62,64,38,22.13,23.3,26.9,27.68,Kinesthetic
2721,24,M,3rd,2.41,Right,49,63,33,65,71,63,57,68,52,59,73,57,65,87,20.71,27.78,24.91,26.61,Aural
2722,23,M,2nd,3.97,Right,54,70,44,60,66,53,61,67,51,69,76,67,73,88,23.02,24.19,24.23,28.56,Visual
2723,21,F,1st,2.85,Balanced,68,65,66,52,69,38,65,54,51,55,75,56,57,70,27.53,22.7,23.45,26.32,Visual
2724,22,M,1st,2.97,Balanced,59,47,43,35,57,49,56,67,40,62,74,42,80,75,23.11,22.45,26.01,28.44,Visual
2725,18,F,2nd,3.45,Right,40,67,56,56,61,35,60,71,75,54,73,41,99,71,23.77,22.1,29.46,24.67,Read/Write
2726,21,M,2nd,2.42,Right,47,58,39,63,80,58,63,67,70,65,80,69,52,99,19.13,26.66,26.03,28.18,Kinesthetic
2727,20,F,3rd,3.64,Right,50,47,33,62,77,54,55,57,31,53,64,57,57,52,20.18,30.3,22.45,27.07,Aural
2728,19,F,3rd,4,Right,67,69,37,66,72,48,43,67,29,60,69,58,51,35,25.21,27.02,20.75,27.02,Aural
2729,24,F,1st,2.06,Left,59,68,48,56,73,66,55,71,56,61,61,50,83,72,24.25,26.91,25.24,23.6,Aural
2730,18,F,1st,2.62,Balanced,53,66,48,74,75,63,45,68,46,27,40,64,95,68,25.13,31.52,24.16,19.19,Aural
2731,18,M,2nd,2.97,Balanced,81,67,45,48,59,29,44,54,18,45,56,38,67,33,32.49,23.49,20.22,23.79,Visual
2732,25,F,2nd,2.01,Left,65,46,65,58,71,45,63,76,53,50,65,42,65,48,24.37,25.18,27.69,22.76,Read/Write
2733,21,M,4th,3.49,Balanced,63,76,57,44,62,56,43,53,71,51,75,71,80,33,27.3,22.53,22.78,27.38,Kinesthetic
2734,20,F,3rd,2.82,Balanced,69,79,56,58,62,61,69,73,60,62,60,56,80,32,26.9,23.55,26.43,23.12,Visual
2735,20,F,4th,2.04,Right,49,74,44,72,62,40,63,60,31,52,62,31,100,88,26.4,26.81,23.97,22.82,Aural
2736,25,F,1st,2.03,Right,44,74,26,44,64,61,39,54,60,36,54,42,97,79,24.8,27.99,25.15,22.06,Visual
2737,23,F,2nd,3.41,Right,52,80,60,58,69,66,55,73,62,49,64,33,51,48,26.79,26.46,26.26,20.5,Visual
2738,25,M,1st,3.28,Left,65,77,41,61,43,43,41,58,36,26,52,39,76,34,31.68,24.49,23.43,20.39,Visual
2739,25,F,4th,3.14,Left,58,71,46,57,68,42,86,66,34,70,83,70,51,65,23.46,22.39,24.56,29.59,Kinesthetic
2740,18,F,4th,2.28,Right,73,77,44,56,57,35,76,77,61,45,60,44,71,94,27.62,21,30.13,21.25,Read/Write
2741,23,F,4th,3.94,Left,43,58,30,59,67,53,58,71,75,77,74,40,91,79,18.91,25.32,28.64,27.13,Read/Write
2742,24,M,1st,3.73,Left,55,57,41,48,45,43,41,57,46,45,55,42,54,82,26.61,23.36,25.22,24.81,Visual
2743,22,M,3rd,3.72,Right,56,58,46,76,70,44,60,50,48,32,59,60,97,78,24.3,28.91,23.67,23.13,Aural
2744,19,F,2nd,2.11,Right,51,60,46,79,83,50,55,81,78,55,76,51,66,59,20.46,27.71,27.86,23.97,Read/Write
2745,24,F,1st,3.14,Balanced,36,61,61,75,65,60,59,65,44,47,52,41,70,51,23.87,29.67,25.39,21.06,Aural
2746,22,M,3rd,2.19,Right,72,86,63,56,51,44,72,66,43,44,70,54,78,35,30.75,20.69,25,23.56,Visual
2747,25,M,1st,3,Balanced,52,54,42,58,46,32,66,82,48,41,54,41,91,94,23.9,21.79,32.15,22.17,Read/Write
2748,25,F,4th,2.73,Right,60,75,58,62,61,49,58,61,43,52,57,39,61,59,28.7,25.32,24,21.98,Visual
2749,22,F,4th,3.45,Left,56,52,46,63,71,48,55,76,55,45,60,42,82,79,22.68,27.23,27.98,22.11,Read/Write
2750,18,F,3rd,3.54,Right,53,68,43,49,65,34,53,73,50,55,63,57,56,59,24.8,22.54,26.62,26.04,Read/Write
2751,22,M,3rd,2.59,Right,78,72,38,61,77,52,35,50,37,60,70,71,74,78,26.81,27.28,17.54,28.37,Kinesthetic
2752,25,M,1st,3.45,Balanced,72,75,63,60,75,48,59,74,58,51,68,69,55,95,27.03,23.93,24.81,24.23,Visual
2753,22,F,2nd,2.8,Balanced,42,83,61,15,45,48,61,68,28,34,49,54,77,73,31.91,18.37,26.83,22.9,Visual
